date,region,infected,recovered,dead
2020-04-21,Московская область,5959,179,49
2020-04-22,Московская область,6590,186,56
2020-04-23,Московская область,7278,186,56
2020-04-24,Московская область,7889,235,66
2020-04-25,Московская область,8494,262,69
2020-04-26,Московская область,9070,272,71
2020-04-27,Московская область,9708,286,71
2020-04-28,Московская область,10231,311,74
2020-04-29,Московская область,10917,389,90
2020-04-30,Московская область,11710,430,93
2020-05-01,Московская область,12507,458,109
2020-05-02,Московская область,13314,503,109
2020-05-03,Московская область,14136,507,111
2020-05-04,Московская область,14939,526,111
2020-05-05,Московская область,15761,576,127
2020-05-06,Московская область,16590,611,141
2020-05-07,Московская область,17432,769,156
2020-05-08,Московская область,18350,813,175
2020-05-09,Московская область,19425,1030,186
2020-05-10,Московская область,20558,1236,195
2020-05-11,Московская область,21637,1389,209
2020-05-12,Московская область,22700,1582,219
2020-05-13,Московская область,23662,1745,226
2020-05-14,Московская область,24580,1987,240
2020-05-15,Московская область,25525,2468,253
2020-05-16,Московская область,26462,2724,262
2020-05-17,Московская область,27369,3088,268
2020-05-18,Московская область,28290,3361,268
2020-05-19,Московская область,29188,3614,271
2020-05-20,Московская область,30091,3897,285
2020-05-21,Московская область,30983,4281,299
2020-04-21,Санкт-Петербург,1973,280,11
2020-04-22,Санкт-Петербург,2267,327,14
2020-04-23,Санкт-Петербург,2458,368,17
2020-04-24,Санкт-Петербург,2711,411,20
2020-04-25,Санкт-Петербург,2926,460,23
2020-04-26,Санкт-Петербург,3077,489,27
2020-04-27,Санкт-Петербург,3238,489,27
2020-04-28,Санкт-Петербург,3436,544,27
2020-04-29,Санкт-Петербург,3726,708,29
2020-04-30,Санкт-Петербург,4062,779,29
2020-05-01,Санкт-Петербург,4411,779,33
2020-05-02,Санкт-Петербург,4734,877,33
2020-05-03,Санкт-Петербург,5029,1061,34
2020-05-04,Санкт-Петербург,5346,1197,37
2020-05-05,Санкт-Петербург,5572,1468,37
2020-05-06,Санкт-Петербург,5884,1532,40
2020-05-07,Санкт-Петербург,6190,1552,44
2020-05-08,Санкт-Петербург,6565,1597,48
2020-05-09,Санкт-Петербург,6990,1662,53
2020-05-10,Санкт-Петербург,7404,1674,53
2020-05-11,Санкт-Петербург,7711,1681,56
2020-05-12,Санкт-Петербург,8050,1784,58
2020-05-13,Санкт-Петербург,8485,1848,63
2020-05-14,Санкт-Петербург,8945,1899,69
2020-05-15,Санкт-Петербург,9486,2005,74
2020-05-16,Санкт-Петербург,10011,2109,80
2020-05-17,Санкт-Петербург,10462,2175,85
2020-05-18,Санкт-Петербург,10887,2209,90
2020-05-19,Санкт-Петербург,11340,2272,95
2020-05-20,Санкт-Петербург,11795,2480,99
2020-05-21,Санкт-Петербург,12203,2661,104
2020-04-21,Москва,29433,2057,233
2020-04-22,Москва,31981,2267,261
2020-04-23,Москва,33940,2448,288
2020-04-24,Москва,36897,2735,325
2020-04-25,Москва,39509,3047,366
2020-04-26,Москва,42480,3175,404
2020-04-27,Москва,45351,3524,435
2020-04-28,Москва,48426,4130,479
2020-04-29,Москва,50646,4610,546
2020-04-30,Москва,53739,5135,611
2020-05-01,Москва,57300,5766,658
2020-05-02,Москва,62658,6374,695
2020-05-03,Москва,68606,7029,729
2020-05-04,Москва,74401,7573,764
2020-05-05,Москва,80115,7870,816
2020-05-06,Москва,85973,8458,866
2020-05-07,Москва,92676,9227,905
2020-05-08,Москва,98522,10259,956
2020-05-09,Москва,104189,12779,1010
2020-05-10,Москва,109740,13790,1068
2020-05-11,Москва,115909,17822,1124
2020-05-12,Москва,121301,19642,1179
2020-05-13,Москва,126004,21506,1232
2020-05-14,Москва,130716,23327,1290
2020-05-15,Москва,135464,24562,1358
2020-05-16,Москва,138969,26032,1432
2020-05-17,Москва,142824,27490,1503
2020-05-18,Москва,146062,28913,1580
2020-05-19,Москва,149607,31496,1651
2020-05-20,Москва,152306,36936,1726
2020-05-21,Москва,155219,40682,1794
2020-04-21,Севастополь,18,2,0
2020-04-22,Севастополь,19,5,0
2020-04-23,Севастополь,25,5,0
2020-04-24,Севастополь,25,5,0
2020-04-25,Севастополь,26,6,0
2020-04-26,Севастополь,31,6,0
2020-04-27,Севастополь,34,7,0
2020-04-28,Севастополь,37,7,0
2020-04-29,Севастополь,77,9,0
2020-04-30,Севастополь,78,9,0
2020-05-01,Севастополь,85,9,0
2020-05-02,Севастополь,86,10,1
2020-05-03,Севастополь,89,10,2
2020-05-04,Севастополь,91,11,2
2020-05-05,Севастополь,98,15,2
2020-05-06,Севастополь,104,15,2
2020-05-07,Севастополь,110,16,2
2020-05-08,Севастополь,118,18,2
2020-05-09,Севастополь,119,21,2
2020-05-10,Севастополь,122,24,2
2020-05-11,Севастополь,126,24,2
2020-05-12,Севастополь,129,28,2
2020-05-13,Севастополь,130,35,2
2020-05-14,Севастополь,132,56,2
2020-05-15,Севастополь,135,65,2
2020-05-16,Севастополь,135,74,2
2020-05-17,Севастополь,138,75,2
2020-05-18,Севастополь,139,75,2
2020-05-19,Севастополь,143,83,2
2020-05-20,Севастополь,147,101,2
2020-05-21,Севастополь,148,105,2
2020-04-21,Республика Крым,46,22,0
2020-04-22,Республика Крым,46,23,0
2020-04-23,Республика Крым,51,23,0
2020-04-24,Республика Крым,53,29,0
2020-04-25,Республика Крым,57,29,0
2020-04-26,Республика Крым,67,29,0
2020-04-27,Республика Крым,69,29,0
2020-04-28,Республика Крым,70,29,0
2020-04-29,Республика Крым,79,34,0
2020-04-30,Республика Крым,89,35,0
2020-05-01,Республика Крым,92,35,0
2020-05-02,Республика Крым,100,38,0
2020-05-03,Республика Крым,104,38,0
2020-05-04,Республика Крым,105,39,0
2020-05-05,Республика Крым,111,39,0
2020-05-06,Республика Крым,128,40,0
2020-05-07,Республика Крым,160,44,1
2020-05-08,Республика Крым,168,44,1
2020-05-09,Республика Крым,177,57,2
2020-05-10,Республика Крым,189,64,2
2020-05-11,Республика Крым,193,64,2
2020-05-12,Республика Крым,202,64,2
2020-05-13,Республика Крым,209,81,2
2020-05-14,Республика Крым,239,86,2
2020-05-15,Республика Крым,245,89,2
2020-05-16,Республика Крым,258,103,2
2020-05-17,Республика Крым,272,106,2
2020-05-18,Республика Крым,281,106,2
2020-05-19,Республика Крым,294,113,2
2020-05-20,Республика Крым,298,122,2
2020-05-21,Республика Крым,299,126,2
2020-04-21,Ленинградская область,496,9,0
2020-04-22,Ленинградская область,537,24,0
2020-04-23,Ленинградская область,576,36,0
2020-04-24,Ленинградская область,615,56,0
2020-04-25,Ленинградская область,658,56,0
2020-04-26,Ленинградская область,700,56,0
2020-04-27,Ленинградская область,743,80,0
2020-04-28,Ленинградская область,781,105,0
2020-04-29,Ленинградская область,834,115,1
2020-04-30,Ленинградская область,885,115,1
2020-05-01,Ленинградская область,929,126,3
2020-05-02,Ленинградская область,975,170,3
2020-05-03,Ленинградская область,1037,188,3
2020-05-04,Ленинградская область,1096,220,3
2020-05-05,Ленинградская область,1149,258,3
2020-05-06,Ленинградская область,1200,266,3
2020-05-07,Ленинградская область,1263,330,3
2020-05-08,Ленинградская область,1354,366,4
2020-05-09,Ленинградская область,1433,393,6
2020-05-10,Ленинградская область,1500,423,6
2020-05-11,Ленинградская область,1566,450,6
2020-05-12,Ленинградская область,1640,466,6
2020-05-13,Ленинградская область,1706,502,6
2020-05-14,Ленинградская область,1775,558,6
2020-05-15,Ленинградская область,1841,593,7
2020-05-16,Ленинградская область,1913,641,8
2020-05-17,Ленинградская область,1982,653,8
2020-05-18,Ленинградская область,2052,697,8
2020-05-19,Ленинградская область,2133,728,8
2020-05-20,Ленинградская область,2208,803,8
2020-05-21,Ленинградская область,2269,845,8
2020-04-21,Ненецкий автономный округ,1,0,0
2020-04-22,Ненецкий автономный округ,1,0,0
2020-04-23,Ненецкий автономный округ,1,0,0
2020-04-24,Ненецкий автономный округ,1,0,0
2020-04-25,Ненецкий автономный округ,1,1,0
2020-04-26,Ненецкий автономный округ,2,1,0
2020-04-27,Ненецкий автономный округ,11,1,0
2020-04-28,Ненецкий автономный округ,29,1,0
2020-04-29,Ненецкий автономный округ,30,1,0
2020-04-30,Ненецкий автономный округ,33,1,0
2020-05-01,Ненецкий автономный округ,34,1,0
2020-05-02,Ненецкий автономный округ,34,1,0
2020-05-03,Ненецкий автономный округ,45,1,0
2020-05-04,Ненецкий автономный округ,47,1,0
2020-05-05,Ненецкий автономный округ,47,1,0
2020-05-06,Ненецкий автономный округ,47,1,0
2020-05-07,Ненецкий автономный округ,48,1,0
2020-05-08,Ненецкий автономный округ,49,1,0
2020-05-09,Ненецкий автономный округ,49,1,0
2020-05-10,Ненецкий автономный округ,49,1,0
2020-05-11,Ненецкий автономный округ,50,1,0
2020-05-12,Ненецкий автономный округ,50,1,0
2020-05-13,Ненецкий автономный округ,50,4,0
2020-05-14,Ненецкий автономный округ,50,7,0
2020-05-15,Ненецкий автономный округ,52,7,0
2020-05-16,Ненецкий автономный округ,52,7,0
2020-05-17,Ненецкий автономный округ,54,7,0
2020-05-18,Ненецкий автономный округ,54,7,0
2020-05-19,Ненецкий автономный округ,57,7,0
2020-05-20,Ненецкий автономный округ,58,7,0
2020-05-21,Ненецкий автономный округ,59,7,0
2020-04-21,Республика Алтай,8,0,0
2020-04-22,Республика Алтай,8,0,0
2020-04-23,Республика Алтай,9,0,0
2020-04-24,Республика Алтай,9,0,0
2020-04-25,Республика Алтай,14,0,0
2020-04-26,Республика Алтай,15,0,0
2020-04-27,Республика Алтай,27,0,0
2020-04-28,Республика Алтай,27,0,0
2020-04-29,Республика Алтай,30,0,0
2020-04-30,Республика Алтай,32,0,0
2020-05-01,Республика Алтай,33,0,0
2020-05-02,Республика Алтай,35,1,0
2020-05-03,Республика Алтай,36,1,0
2020-05-04,Республика Алтай,36,2,0
2020-05-05,Республика Алтай,37,2,0
2020-05-06,Республика Алтай,38,3,0
2020-05-07,Республика Алтай,40,5,0
2020-05-08,Республика Алтай,41,5,0
2020-05-09,Республика Алтай,51,12,0
2020-05-10,Республика Алтай,52,17,0
2020-05-11,Республика Алтай,54,18,0
2020-05-12,Республика Алтай,56,25,0
2020-05-13,Республика Алтай,60,26,0
2020-05-14,Республика Алтай,63,30,0
2020-05-15,Республика Алтай,65,30,0
2020-05-16,Республика Алтай,69,33,0
2020-05-17,Республика Алтай,75,34,0
2020-05-18,Республика Алтай,78,34,0
2020-05-19,Республика Алтай,81,36,0
2020-05-20,Республика Алтай,82,37,0
2020-05-21,Республика Алтай,88,37,0
2020-04-21,Республика Тыва,13,0,0
2020-04-22,Республика Тыва,13,0,0
2020-04-23,Республика Тыва,14,0,0
2020-04-24,Республика Тыва,15,0,0
2020-04-25,Республика Тыва,24,0,0
2020-04-26,Республика Тыва,27,0,0
2020-04-27,Республика Тыва,30,0,0
2020-04-28,Республика Тыва,31,8,0
2020-04-29,Республика Тыва,31,25,0
2020-04-30,Республика Тыва,33,29,0
2020-05-01,Республика Тыва,39,29,0
2020-05-02,Республика Тыва,40,29,0
2020-05-03,Республика Тыва,43,29,0
2020-05-04,Республика Тыва,47,29,0
2020-05-05,Республика Тыва,51,29,0
2020-05-06,Республика Тыва,51,29,0
2020-05-07,Республика Тыва,55,29,0
2020-05-08,Республика Тыва,56,29,0
2020-05-09,Республика Тыва,60,29,0
2020-05-10,Республика Тыва,81,29,0
2020-05-11,Республика Тыва,93,29,0
2020-05-12,Республика Тыва,144,30,0
2020-05-13,Республика Тыва,157,43,1
2020-05-14,Республика Тыва,196,43,1
2020-05-15,Республика Тыва,222,44,1
2020-05-16,Республика Тыва,252,44,1
2020-05-17,Республика Тыва,269,44,1
2020-05-18,Республика Тыва,299,44,1
2020-05-19,Республика Тыва,351,48,1
2020-05-20,Республика Тыва,407,49,1
2020-05-21,Республика Тыва,451,50,1
2020-04-21,Еврейская автономная область,43,4,0
2020-04-22,Еврейская автономная область,52,6,0
2020-04-23,Еврейская автономная область,66,6,0
2020-04-24,Еврейская автономная область,80,9,0
2020-04-25,Еврейская автономная область,86,9,0
2020-04-26,Еврейская автономная область,86,9,0
2020-04-27,Еврейская автономная область,101,9,0
2020-04-28,Еврейская автономная область,113,9,0
2020-04-29,Еврейская автономная область,118,9,0
2020-04-30,Еврейская автономная область,124,9,0
2020-05-01,Еврейская автономная область,131,13,0
2020-05-02,Еврейская автономная область,134,13,0
2020-05-03,Еврейская автономная область,143,13,0
2020-05-04,Еврейская автономная область,145,15,0
2020-05-05,Еврейская автономная область,148,15,0
2020-05-06,Еврейская автономная область,153,20,0
2020-05-07,Еврейская автономная область,159,23,0
2020-05-08,Еврейская автономная область,170,23,0
2020-05-09,Еврейская автономная область,175,34,1
2020-05-10,Еврейская автономная область,179,34,1
2020-05-11,Еврейская автономная область,185,39,1
2020-05-12,Еврейская автономная область,188,39,1
2020-05-13,Еврейская автономная область,212,48,1
2020-05-14,Еврейская автономная область,218,49,1
2020-05-15,Еврейская автономная область,222,60,2
2020-05-16,Еврейская автономная область,225,62,2
2020-05-17,Еврейская автономная область,230,66,2
2020-05-18,Еврейская автономная область,230,85,2
2020-05-19,Еврейская автономная область,236,87,2
2020-05-20,Еврейская автономная область,246,89,2
2020-05-21,Еврейская автономная область,261,90,2
2020-04-21,Чукотский автономный округ,2,0,0
2020-04-22,Чукотский автономный округ,6,0,0
2020-04-23,Чукотский автономный округ,6,0,0
2020-04-24,Чукотский автономный округ,11,0,0
2020-04-25,Чукотский автономный округ,12,1,0
2020-04-26,Чукотский автономный округ,15,1,0
2020-04-27,Чукотский автономный округ,17,1,0
2020-04-28,Чукотский автономный округ,17,1,0
2020-04-29,Чукотский автономный округ,17,1,0
2020-04-30,Чукотский автономный округ,18,1,0
2020-05-01,Чукотский автономный округ,20,2,0
2020-05-02,Чукотский автономный округ,23,2,0
2020-05-03,Чукотский автономный округ,24,2,0
2020-05-04,Чукотский автономный округ,24,2,0
2020-05-05,Чукотский автономный округ,25,2,0
2020-05-06,Чукотский автономный округ,26,2,0
2020-05-07,Чукотский автономный округ,27,8,0
2020-05-08,Чукотский автономный округ,27,8,0
2020-05-09,Чукотский автономный округ,28,11,0
2020-05-10,Чукотский автономный округ,30,11,0
2020-05-11,Чукотский автономный округ,31,11,0
2020-05-12,Чукотский автономный округ,31,13,0
2020-05-13,Чукотский автономный округ,35,15,0
2020-05-14,Чукотский автономный округ,36,15,0
2020-05-15,Чукотский автономный округ,42,16,0
2020-05-16,Чукотский автономный округ,47,19,0
2020-05-17,Чукотский автономный округ,56,23,0
2020-05-18,Чукотский автономный округ,56,23,0
2020-05-19,Чукотский автономный округ,56,23,0
2020-05-20,Чукотский автономный округ,56,23,0
2020-05-21,Чукотский автономный округ,56,24,0
2020-04-21,Белгородская область,122,11,2
2020-04-22,Белгородская область,144,12,2
2020-04-23,Белгородская область,176,13,2
2020-04-24,Белгородская область,202,16,2
2020-04-25,Белгородская область,221,28,2
2020-04-26,Белгородская область,242,31,2
2020-04-27,Белгородская область,269,31,2
2020-04-28,Белгородская область,299,31,3
2020-04-29,Белгородская область,327,38,3
2020-04-30,Белгородская область,355,40,4
2020-05-01,Белгородская область,383,47,5
2020-05-02,Белгородская область,419,47,5
2020-05-03,Белгородская область,454,59,5
2020-05-04,Белгородская область,485,66,5
2020-05-05,Белгородская область,524,71,5
2020-05-06,Белгородская область,540,71,5
2020-05-07,Белгородская область,574,91,6
2020-05-08,Белгородская область,613,118,6
2020-05-09,Белгородская область,659,183,6
2020-05-10,Белгородская область,707,208,6
2020-05-11,Белгородская область,798,208,6
2020-05-12,Белгородская область,852,208,8
2020-05-13,Белгородская область,942,228,8
2020-05-14,Белгородская область,994,269,8
2020-05-15,Белгородская область,1073,299,9
2020-05-16,Белгородская область,1149,347,9
2020-05-17,Белгородская область,1222,361,9
2020-05-18,Белгородская область,1292,367,9
2020-05-19,Белгородская область,1361,395,11
2020-05-20,Белгородская область,1428,443,12
2020-05-21,Белгородская область,1499,464,12
2020-04-21,Брянская область,350,58,1
2020-04-22,Брянская область,399,62,1
2020-04-23,Брянская область,459,68,2
2020-04-24,Брянская область,494,82,2
2020-04-25,Брянская область,521,84,2
2020-04-26,Брянская область,599,90,3
2020-04-27,Брянская область,642,102,4
2020-04-28,Брянская область,668,102,4
2020-04-29,Брянская область,783,163,4
2020-04-30,Брянская область,901,222,8
2020-05-01,Брянская область,989,240,9
2020-05-02,Брянская область,1062,261,9
2020-05-03,Брянская область,1148,276,9
2020-05-04,Брянская область,1250,294,12
2020-05-05,Брянская область,1287,313,12
2020-05-06,Брянская область,1367,369,12
2020-05-07,Брянская область,1442,379,12
2020-05-08,Брянская область,1514,417,17
2020-05-09,Брянская область,1537,450,17
2020-05-10,Брянская область,1605,500,17
2020-05-11,Брянская область,1678,536,22
2020-05-12,Брянская область,1753,592,29
2020-05-13,Брянская область,1826,670,30
2020-05-14,Брянская область,1908,748,30
2020-05-15,Брянская область,1995,834,30
2020-05-16,Брянская область,2080,909,30
2020-05-17,Брянская область,2178,1001,30
2020-05-18,Брянская область,2293,1017,30
2020-05-19,Брянская область,2405,1042,30
2020-05-20,Брянская область,2515,1129,31
2020-05-21,Брянская область,2632,1211,31
2020-04-21,Владимирская область,280,11,5
2020-04-22,Владимирская область,293,11,5
2020-04-23,Владимирская область,339,11,5
2020-04-24,Владимирская область,381,11,5
2020-04-25,Владимирская область,426,11,5
2020-04-26,Владимирская область,475,11,5
2020-04-27,Владимирская область,518,11,5
2020-04-28,Владимирская область,597,11,5
2020-04-29,Владимирская область,634,32,5
2020-04-30,Владимирская область,669,32,5
2020-05-01,Владимирская область,715,37,7
2020-05-02,Владимирская область,775,37,7
2020-05-03,Владимирская область,830,37,7
2020-05-04,Владимирская область,896,43,12
2020-05-05,Владимирская область,944,43,12
2020-05-06,Владимирская область,1001,43,12
2020-05-07,Владимирская область,1079,43,12
2020-05-08,Владимирская область,1124,43,12
2020-05-09,Владимирская область,1166,100,13
2020-05-10,Владимирская область,1249,100,15
2020-05-11,Владимирская область,1326,100,15
2020-05-12,Владимирская область,1387,103,15
2020-05-13,Владимирская область,1459,103,15
2020-05-14,Владимирская область,1504,149,15
2020-05-15,Владимирская область,1592,149,15
2020-05-16,Владимирская область,1657,232,15
2020-05-17,Владимирская область,1738,232,15
2020-05-18,Владимирская область,1837,242,15
2020-05-19,Владимирская область,1920,267,15
2020-05-20,Владимирская область,1986,267,15
2020-05-21,Владимирская область,2043,277,15
2020-04-21,Воронежская область,211,30,6
2020-04-22,Воронежская область,236,30,7
2020-04-23,Воронежская область,261,30,7
2020-04-24,Воронежская область,291,38,7
2020-04-25,Воронежская область,313,38,8
2020-04-26,Воронежская область,338,42,8
2020-04-27,Воронежская область,358,57,8
2020-04-28,Воронежская область,420,57,8
2020-04-29,Воронежская область,459,57,8
2020-04-30,Воронежская область,493,74,9
2020-05-01,Воронежская область,529,74,9
2020-05-02,Воронежская область,565,84,9
2020-05-03,Воронежская область,602,113,9
2020-05-04,Воронежская область,636,131,11
2020-05-05,Воронежская область,667,140,12
2020-05-06,Воронежская область,697,148,12
2020-05-07,Воронежская область,731,218,12
2020-05-08,Воронежская область,766,261,12
2020-05-09,Воронежская область,809,327,12
2020-05-10,Воронежская область,848,332,12
2020-05-11,Воронежская область,899,342,12
2020-05-12,Воронежская область,943,355,12
2020-05-13,Воронежская область,983,428,12
2020-05-14,Воронежская область,1028,494,12
2020-05-15,Воронежская область,1074,552,12
2020-05-16,Воронежская область,1113,614,13
2020-05-17,Воронежская область,1151,641,13
2020-05-18,Воронежская область,1195,653,13
2020-05-19,Воронежская область,1246,721,13
2020-05-20,Воронежская область,1266,758,13
2020-05-21,Воронежская область,1307,837,13
2020-04-21,Ивановская область,213,12,2
2020-04-22,Ивановская область,225,12,2
2020-04-23,Ивановская область,239,12,2
2020-04-24,Ивановская область,247,41,2
2020-04-25,Ивановская область,263,41,2
2020-04-26,Ивановская область,274,70,2
2020-04-27,Ивановская область,282,70,2
2020-04-28,Ивановская область,296,70,2
2020-04-29,Ивановская область,327,70,2
2020-04-30,Ивановская область,359,79,3
2020-05-01,Ивановская область,403,79,3
2020-05-02,Ивановская область,434,85,3
2020-05-03,Ивановская область,456,87,4
2020-05-04,Ивановская область,485,92,5
2020-05-05,Ивановская область,517,99,6
2020-05-06,Ивановская область,537,102,7
2020-05-07,Ивановская область,595,119,7
2020-05-08,Ивановская область,653,133,7
2020-05-09,Ивановская область,679,164,10
2020-05-10,Ивановская область,758,177,10
2020-05-11,Ивановская область,843,180,11
2020-05-12,Ивановская область,911,186,12
2020-05-13,Ивановская область,921,232,12
2020-05-14,Ивановская область,1023,272,12
2020-05-15,Ивановская область,1124,307,13
2020-05-16,Ивановская область,1192,333,13
2020-05-17,Ивановская область,1245,334,13
2020-05-18,Ивановская область,1291,343,13
2020-05-19,Ивановская область,1313,397,15
2020-05-20,Ивановская область,1360,426,16
2020-05-21,Ивановская область,1415,444,16
2020-04-21,Калужская область,258,9,6
2020-04-22,Калужская область,330,9,8
2020-04-23,Калужская область,383,14,8
2020-04-24,Калужская область,444,14,8
2020-04-25,Калужская область,513,17,8
2020-04-26,Калужская область,583,25,8
2020-04-27,Калужская область,639,26,8
2020-04-28,Калужская область,706,30,12
2020-04-29,Калужская область,772,32,12
2020-04-30,Калужская область,885,44,12
2020-05-01,Калужская область,1006,54,12
2020-05-02,Калужская область,1065,95,12
2020-05-03,Калужская область,1136,108,12
2020-05-04,Калужская область,1217,128,12
2020-05-05,Калужская область,1309,161,12
2020-05-06,Калужская область,1407,170,12
2020-05-07,Калужская область,1486,173,13
2020-05-08,Калужская область,1564,224,13
2020-05-09,Калужская область,1641,224,14
2020-05-10,Калужская область,1730,228,15
2020-05-11,Калужская область,1828,254,15
2020-05-12,Калужская область,1924,261,15
2020-05-13,Калужская область,2018,346,19
2020-05-14,Калужская область,2115,404,19
2020-05-15,Калужская область,2213,438,19
2020-05-16,Калужская область,2312,473,19
2020-05-17,Калужская область,2409,489,19
2020-05-18,Калужская область,2518,511,19
2020-05-19,Калужская область,2632,613,19
2020-05-20,Калужская область,2750,664,20
